input_sizes,output_layouts
"[(149, 267), (121, 53), (159, 182), (268, 73), (112, 147), (113, 264), (101, 153), (201, 89), (228, 272)]","[(668, 157, 817, 157, 817, 424, 668, 424), (223, 98, 344, 98, 344, 151, 223, 151), (122, 514, 281, 514, 281, 696, 122, 696), (507, 19, 775, 19, 775, 92, 507, 92), (839, 826, 951, 826, 951, 973, 839, 973), (163, 570, 276, 570, 276, 834, 163, 834), (175, 13, 276, 13, 276, 166, 175, 166), (754, 296, 955, 296, 955, 385, 754, 385), (261, 266, 489, 266, 489, 538, 261, 538)]"
"[(241, 127), (71, 92), (106, 183), (193, 221), (162, 185)]","[(586, 405, 827, 405, 827, 532, 586, 532), (15, 565, 86, 565, 86, 657, 15, 657), (721, 500, 827, 500, 827, 683, 721, 683), (412, 113, 605, 113, 605, 334, 412, 334), (116, 490, 278, 490, 278, 675, 116, 675)]"
"[(164, 242), (222, 180), (184, 128), (256, 298), (223, 168), (134, 128), (178, 197), (225, 265)]","[(711, 461, 875, 461, 875, 703, 711, 703), (64, 552, 286, 552, 286, 732, 64, 732), (121, 63, 305, 63, 305, 191, 121, 191), (149, 670, 405, 670, 405, 968, 149, 968), (11, 61, 234, 61, 234, 229, 11, 229), (789, 2, 923, 2, 923, 130, 789, 130), (98, 291, 276, 291, 276, 488, 98, 488), (232, 328, 457, 328, 457, 593, 232, 593)]"
"[(75, 102), (284, 239), (242, 89), (182, 121), (181, 142), (137, 223), (168, 168), (149, 104)]","[(712, 559, 787, 559, 787, 661, 712, 661), (173, 562, 457, 562, 457, 801, 173, 801), (390, 540, 632, 540, 632, 629, 390, 629), (510, 123, 692, 123, 692, 244, 510, 244), (212, 651, 393, 651, 393, 793, 212, 793), (788, 276, 925, 276, 925, 499, 788, 499), (649, 781, 817, 781, 817, 949, 649, 949), (806, 40, 955, 40, 955, 144, 806, 144)]"
"[(53, 175), (72, 293), (165, 194), (299, 168)]","[(787, 778, 840, 778, 840, 953, 787, 953), (384, 265, 456, 265, 456, 558, 384, 558), (260, 738, 425, 738, 425, 932, 260, 932), (343, 774, 642, 774, 642, 942, 343, 942)]"
"[(159, 268), (59, 272), (105, 89), (197, 149), (90, 253)]","[(64, 7, 223, 7, 223, 275, 64, 275), (21, 240, 80, 240, 80, 512, 21, 512), (125, 685, 230, 685, 230, 774, 125, 774), (794, 145, 991, 145, 991, 294, 794, 294), (472, 684, 562, 684, 562, 937, 472, 937)]"
"[(193, 69), (95, 130), (98, 248)]","[(312, 215, 505, 215, 505, 284, 312, 284), (344, 546, 439, 546, 439, 676, 344, 676), (763, 310, 861, 310, 861, 558, 763, 558)]"
"[(86, 65), (203, 72), (214, 240), (189, 253), (92, 91), (141, 183), (171, 272)]","[(43, 246, 129, 246, 129, 311, 43, 311), (522, 642, 725, 642, 725, 714, 522, 714), (417, 392, 631, 392, 631, 632, 417, 632), (799, 446, 988, 446, 988, 699, 799, 699), (211, 779, 303, 779, 303, 870, 211, 870), (2, 651, 143, 651, 143, 834, 2, 834), (807, 113, 978, 113, 978, 385, 807, 385)]"
"[(82, 275), (237, 99), (246, 185), (169, 189), (223, 298), (245, 185), (220, 288), (277, 189), (253, 139), (169, 68), (117, 108)]","[(269, 79, 351, 79, 351, 354, 269, 354), (172, 810, 409, 810, 409, 909, 172, 909), (706, 370, 952, 370, 952, 555, 706, 555), (820, 440, 989, 440, 989, 629, 820, 629), (306, 671, 529, 671, 529, 969, 306, 969), (152, 542, 397, 542, 397, 727, 152, 727), (167, 509, 387, 509, 387, 797, 167, 797), (695, 705, 972, 705, 972, 894, 695, 894), (68, 279, 321, 279, 321, 418, 68, 418), (608, 431, 777, 431, 777, 499, 608, 499), (791, 430, 908, 430, 908, 538, 791, 538)]"
"[(123, 270), (100, 174), (168, 51), (240, 87), (264, 278)]","[(192, 595, 315, 595, 315, 865, 192, 865), (100, 296, 200, 296, 200, 470, 100, 470), (355, 435, 523, 435, 523, 486, 355, 486), (690, 547, 930, 547, 930, 634, 690, 634), (425, 92, 689, 92, 689, 370, 425, 370)]"
"[(216, 220), (195, 212), (136, 223), (55, 289), (132, 191), (240, 164), (112, 283), (270, 172), (61, 91), (113, 112), (125, 256)]","[(633, 624, 849, 624, 849, 844, 633, 844), (77, 17, 272, 17, 272, 229, 77, 229), (483, 56, 619, 56, 619, 279, 483, 279), (880, 468, 935, 468, 935, 757, 880, 757), (57, 132, 189, 132, 189, 323, 57, 323), (502, 436, 742, 436, 742, 600, 502, 600), (360, 282, 472, 282, 472, 565, 360, 565), (123, 563, 393, 563, 393, 735, 123, 735), (724, 303, 785, 303, 785, 394, 724, 394), (94, 879, 207, 879, 207, 991, 94, 991), (427, 141, 552, 141, 552, 397, 427, 397)]"
"[(239, 81), (211, 52), (59, 155), (253, 299), (80, 276), (273, 183), (241, 165), (137, 165), (245, 255), (58, 217), (91, 270), (266, 209)]","[(449, 587, 688, 587, 688, 668, 449, 668), (450, 539, 661, 539, 661, 591, 450, 591), (460, 639, 519, 639, 519, 794, 460, 794), (204, 257, 457, 257, 457, 556, 204, 556), (788, 709, 868, 709, 868, 985, 788, 985), (613, 367, 886, 367, 886, 550, 613, 550), (183, 34, 424, 34, 424, 199, 183, 199), (342, 583, 479, 583, 479, 748, 342, 748), (462, 275, 707, 275, 707, 530, 462, 530), (411, 242, 469, 242, 469, 459, 411, 459), (137, 284, 228, 284, 228, 554, 137, 554), (29, 694, 295, 694, 295, 903, 29, 903)]"
"[(159, 134), (267, 148), (113, 265), (299, 140), (152, 188), (201, 161), (73, 180), (176, 180)]","[(546, 20, 705, 20, 705, 154, 546, 154), (478, 673, 745, 673, 745, 821, 478, 821), (817, 345, 930, 345, 930, 610, 817, 610), (224, 833, 523, 833, 523, 973, 224, 973), (713, 797, 865, 797, 865, 985, 713, 985), (305, 193, 506, 193, 506, 354, 305, 354), (42, 11, 115, 11, 115, 191, 42, 191), (752, 234, 928, 234, 928, 414, 752, 414)]"
"[(236, 60), (163, 250), (154, 216), (155, 155), (204, 214), (122, 250)]","[(607, 761, 843, 761, 843, 821, 607, 821), (176, 623, 339, 623, 339, 873, 176, 873), (62, 755, 216, 755, 216, 971, 62, 971), (671, 716, 826, 716, 826, 871, 671, 871), (1, 395, 205, 395, 205, 609, 1, 609), (457, 176, 579, 176, 579, 426, 457, 426)]"
"[(84, 249), (116, 171), (194, 273), (247, 166), (240, 51), (98, 159), (288, 144), (162, 160)]","[(75, 450, 159, 450, 159, 699, 75, 699), (148, 189, 264, 189, 264, 360, 148, 360), (267, 702, 461, 702, 461, 975, 267, 975), (26, 723, 273, 723, 273, 889, 26, 889), (405, 930, 645, 930, 645, 981, 405, 981), (584, 404, 682, 404, 682, 563, 584, 563), (135, 101, 423, 101, 423, 245, 135, 245), (102, 412, 264, 412, 264, 572, 102, 572)]"
"[(52, 148), (67, 69), (66, 132), (232, 52), (296, 70), (142, 137), (116, 87), (135, 268), (136, 226), (162, 258)]","[(882, 797, 934, 797, 934, 945, 882, 945), (848, 220, 915, 220, 915, 289, 848, 289), (415, 242, 481, 242, 481, 374, 415, 374), (308, 675, 540, 675, 540, 727, 308, 727), (601, 589, 897, 589, 897, 659, 601, 659), (46, 367, 188, 367, 188, 504, 46, 504), (635, 325, 751, 325, 751, 412, 635, 412), (142, 721, 277, 721, 277, 989, 142, 989), (539, 377, 675, 377, 675, 603, 539, 603), (467, 140, 629, 140, 629, 398, 467, 398)]"
"[(79, 236), (182, 216)]","[(270, 655, 349, 655, 349, 891, 270, 891), (19, 627, 201, 627, 201, 843, 19, 843)]"
"[(269, 123), (97, 64), (213, 173), (279, 79), (71, 226), (275, 261), (294, 218)]","[(212, 216, 481, 216, 481, 339, 212, 339), (673, 925, 770, 925, 770, 989, 673, 989), (625, 671, 838, 671, 838, 844, 625, 844), (198, 519, 477, 519, 477, 598, 198, 598), (646, 698, 717, 698, 717, 924, 646, 924), (285, 440, 560, 440, 560, 701, 285, 701), (488, 686, 782, 686, 782, 904, 488, 904)]"
"[(195, 74), (293, 217), (76, 71), (170, 163), (93, 248), (257, 269), (248, 286), (91, 277), (92, 189), (132, 155), (210, 139)]","[(801, 244, 996, 244, 996, 318, 801, 318), (29, 716, 322, 716, 322, 933, 29, 933), (226, 594, 302, 594, 302, 665, 226, 665), (368, 641, 538, 641, 538, 804, 368, 804), (506, 116, 599, 116, 599, 364, 506, 364), (566, 536, 823, 536, 823, 805, 566, 805), (215, 371, 463, 371, 463, 657, 215, 657), (363, 581, 454, 581, 454, 858, 363, 858), (326, 247, 418, 247, 418, 436, 326, 436), (396, 303, 528, 303, 528, 458, 396, 458), (108, 313, 318, 313, 318, 452, 108, 452)]"
"[(232, 210), (90, 219), (129, 66), (55, 259), (164, 181), (218, 108)]","[(711, 113, 943, 113, 943, 323, 711, 323), (172, 670, 262, 670, 262, 889, 172, 889), (218, 351, 347, 351, 347, 417, 218, 417), (90, 149, 145, 149, 145, 408, 90, 408), (181, 89, 345, 89, 345, 270, 181, 270), (513, 807, 731, 807, 731, 915, 513, 915)]"
"[(205, 256), (117, 81), (246, 260), (232, 141), (120, 165), (150, 181), (165, 253), (63, 83), (67, 69), (257, 83), (165, 50)]","[(593, 475, 798, 475, 798, 731, 593, 731), (751, 253, 868, 253, 868, 334, 751, 334), (677, 171, 923, 171, 923, 431, 677, 431), (645, 530, 877, 530, 877, 671, 645, 671), (59, 345, 179, 345, 179, 510, 59, 510), (27, 101, 177, 101, 177, 282, 27, 282), (646, 165, 811, 165, 811, 418, 646, 418), (513, 383, 576, 383, 576, 466, 513, 466), (705, 178, 772, 178, 772, 247, 705, 247), (383, 709, 640, 709, 640, 792, 383, 792), (169, 182, 334, 182, 334, 232, 169, 232)]"
"[(147, 235), (223, 255), (199, 247), (133, 87), (180, 153), (70, 51), (210, 64), (228, 242), (285, 85), (195, 50)]","[(326, 654, 473, 654, 473, 889, 326, 889), (546, 125, 769, 125, 769, 380, 546, 380), (72, 242, 271, 242, 271, 489, 72, 489), (38, 512, 171, 512, 171, 599, 38, 599), (77, 44, 257, 44, 257, 197, 77, 197), (679, 891, 749, 891, 749, 942, 679, 942), (653, 747, 863, 747, 863, 811, 653, 811), (370, 737, 598, 737, 598, 979, 370, 979), (165, 645, 450, 645, 450, 730, 165, 730), (750, 146, 945, 146, 945, 196, 750, 196)]"
"[(161, 129), (224, 192), (54, 67), (208, 272), (233, 187), (230, 226), (147, 87), (124, 177), (245, 175)]","[(814, 535, 975, 535, 975, 664, 814, 664), (310, 423, 534, 423, 534, 615, 310, 615), (505, 146, 559, 146, 559, 213, 505, 213), (652, 367, 860, 367, 860, 639, 652, 639), (154, 665, 387, 665, 387, 852, 154, 852), (681, 75, 911, 75, 911, 301, 681, 301), (387, 105, 534, 105, 534, 192, 387, 192), (176, 532, 300, 532, 300, 709, 176, 709), (586, 415, 831, 415, 831, 590, 586, 590)]"
"[(287, 141), (250, 251), (206, 272), (176, 292), (280, 251), (296, 279)]","[(246, 785, 533, 785, 533, 926, 246, 926), (251, 45, 501, 45, 501, 296, 251, 296), (533, 666, 739, 666, 739, 938, 533, 938), (460, 302, 636, 302, 636, 594, 460, 594), (346, 685, 626, 685, 626, 936, 346, 936), (698, 468, 994, 468, 994, 747, 698, 747)]"
"[(84, 266), (166, 118)]","[(69, 28, 153, 28, 153, 294, 69, 294), (213, 826, 379, 826, 379, 944, 213, 944)]"
"[(279, 184), (191, 213), (73, 229), (198, 211), (91, 293), (237, 57), (59, 63)]","[(444, 86, 723, 86, 723, 270, 444, 270), (449, 353, 640, 353, 640, 566, 449, 566), (904, 499, 977, 499, 977, 728, 904, 728), (110, 174, 308, 174, 308, 385, 110, 385), (469, 101, 560, 101, 560, 394, 469, 394), (282, 87, 519, 87, 519, 144, 282, 144), (479, 924, 538, 924, 538, 987, 479, 987)]"
"[(242, 293), (67, 286), (125, 253), (149, 130), (200, 188), (259, 223), (255, 51)]","[(335, 416, 577, 416, 577, 709, 335, 709), (848, 541, 915, 541, 915, 827, 848, 827), (393, 378, 518, 378, 518, 631, 393, 631), (715, 98, 864, 98, 864, 228, 715, 228), (324, 682, 524, 682, 524, 870, 324, 870), (279, 148, 538, 148, 538, 371, 279, 371), (244, 445, 499, 445, 499, 496, 244, 496)]"
"[(249, 263), (111, 101), (167, 159), (151, 109), (103, 116), (282, 110), (284, 216)]","[(483, 359, 732, 359, 732, 622, 483, 622), (19, 581, 130, 581, 130, 682, 19, 682), (553, 347, 720, 347, 720, 506, 553, 506), (387, 630, 538, 630, 538, 739, 387, 739), (429, 746, 532, 746, 532, 862, 429, 862), (50, 680, 332, 680, 332, 790, 50, 790), (174, 719, 458, 719, 458, 935, 174, 935)]"
"[(85, 118), (214, 52), (119, 282), (195, 257), (97, 113), (62, 87), (157, 289), (104, 243), (99, 162), (140, 247), (262, 56), (77, 153)]","[(529, 142, 614, 142, 614, 260, 529, 260), (80, 943, 294, 943, 294, 995, 80, 995), (329, 471, 448, 471, 448, 753, 329, 753), (385, 82, 580, 82, 580, 339, 385, 339), (768, 710, 865, 710, 865, 823, 768, 823), (857, 103, 919, 103, 919, 190, 857, 190), (679, 191, 836, 191, 836, 480, 679, 480), (364, 342, 468, 342, 468, 585, 364, 585), (114, 161, 213, 161, 213, 323, 114, 323), (757, 481, 897, 481, 897, 728, 757, 728), (351, 360, 613, 360, 613, 416, 351, 416), (62, 220, 139, 220, 139, 373, 62, 373)]"
"[(182, 288), (108, 84), (182, 189), (294, 53), (155, 289), (103, 77)]","[(384, 650, 566, 650, 566, 938, 384, 938), (349, 710, 457, 710, 457, 794, 349, 794), (787, 110, 969, 110, 969, 299, 787, 299), (582, 513, 876, 513, 876, 566, 582, 566), (757, 251, 912, 251, 912, 540, 757, 540), (290, 499, 393, 499, 393, 576, 290, 576)]"
"[(127, 215), (61, 139), (148, 189), (120, 221), (270, 162), (262, 228), (235, 164), (164, 143), (141, 215), (235, 234)]","[(227, 147, 354, 147, 354, 362, 227, 362), (77, 338, 138, 338, 138, 477, 77, 477), (399, 361, 547, 361, 547, 550, 399, 550), (17, 545, 137, 545, 137, 766, 17, 766), (44, 32, 314, 32, 314, 194, 44, 194), (169, 271, 431, 271, 431, 499, 169, 499), (734, 746, 969, 746, 969, 910, 734, 910), (328, 452, 492, 452, 492, 595, 328, 595), (174, 593, 315, 593, 315, 808, 174, 808), (188, 216, 423, 216, 423, 450, 188, 450)]"
"[(57, 268), (74, 178), (140, 87), (91, 156), (157, 111), (227, 170), (105, 88), (266, 194), (177, 185), (155, 172), (210, 264), (143, 119)]","[(462, 374, 519, 374, 519, 642, 462, 642), (217, 429, 291, 429, 291, 607, 217, 607), (503, 734, 643, 734, 643, 821, 503, 821), (122, 268, 213, 268, 213, 424, 122, 424), (806, 316, 963, 316, 963, 427, 806, 427), (731, 581, 958, 581, 958, 751, 731, 751), (730, 653, 835, 653, 835, 741, 730, 741), (620, 518, 886, 518, 886, 712, 620, 712), (181, 40, 358, 40, 358, 225, 181, 225), (514, 704, 669, 704, 669, 876, 514, 876), (694, 504, 904, 504, 904, 768, 694, 768), (791, 37, 934, 37, 934, 156, 791, 156)]"
"[(212, 63), (216, 86), (196, 183), (240, 86), (159, 213), (93, 200), (289, 86), (161, 245), (279, 247), (143, 289)]","[(324, 545, 536, 545, 536, 608, 324, 608), (336, 638, 552, 638, 552, 724, 336, 724), (674, 18, 870, 18, 870, 201, 674, 201), (554, 533, 794, 533, 794, 619, 554, 619), (249, 349, 408, 349, 408, 562, 249, 562), (698, 147, 791, 147, 791, 347, 698, 347), (457, 58, 746, 58, 746, 144, 457, 144), (158, 547, 319, 547, 319, 792, 158, 792), (62, 64, 341, 64, 341, 311, 62, 311), (431, 59, 574, 59, 574, 348, 431, 348)]"
"[(249, 127), (67, 66), (243, 189), (141, 209), (118, 186), (270, 190)]","[(671, 208, 920, 208, 920, 335, 671, 335), (527, 498, 594, 498, 594, 564, 527, 564), (136, 401, 379, 401, 379, 590, 136, 590), (588, 484, 729, 484, 729, 693, 588, 693), (415, 775, 533, 775, 533, 961, 415, 961), (694, 32, 964, 32, 964, 222, 694, 222)]"
"[(104, 153), (71, 172), (259, 129), (178, 231), (292, 266), (158, 162)]","[(535, 179, 639, 179, 639, 332, 535, 332), (429, 367, 500, 367, 500, 539, 429, 539), (454, 762, 713, 762, 713, 891, 454, 891), (709, 306, 887, 306, 887, 537, 709, 537), (426, 573, 718, 573, 718, 839, 426, 839), (393, 593, 551, 593, 551, 755, 393, 755)]"
"[(242, 173), (88, 246), (137, 53), (128, 81)]","[(638, 596, 880, 596, 880, 769, 638, 769), (138, 661, 226, 661, 226, 907, 138, 907), (528, 72, 665, 72, 665, 125, 528, 125), (668, 516, 796, 516, 796, 597, 668, 597)]"
"[(97, 262), (127, 208), (78, 171), (282, 170), (107, 94), (195, 234), (218, 115), (272, 122), (132, 120), (290, 146), (260, 147)]","[(576, 47, 673, 47, 673, 309, 576, 309), (206, 594, 333, 594, 333, 802, 206, 802), (851, 32, 929, 32, 929, 203, 851, 203), (217, 49, 499, 49, 499, 219, 217, 219), (123, 856, 230, 856, 230, 950, 123, 950), (71, 430, 266, 430, 266, 664, 71, 664), (75, 668, 293, 668, 293, 783, 75, 783), (441, 34, 713, 34, 713, 156, 441, 156), (717, 789, 849, 789, 849, 909, 717, 909), (657, 220, 947, 220, 947, 366, 657, 366), (105, 206, 365, 206, 365, 353, 105, 353)]"
"[(167, 240), (140, 122), (56, 202), (148, 216), (119, 129), (199, 112), (105, 91), (250, 212), (145, 220)]","[(343, 422, 510, 422, 510, 662, 343, 662), (714, 741, 854, 741, 854, 863, 714, 863), (930, 662, 986, 662, 986, 864, 930, 864), (275, 293, 423, 293, 423, 509, 275, 509), (617, 603, 736, 603, 736, 732, 617, 732), (685, 868, 884, 868, 884, 980, 685, 980), (769, 866, 874, 866, 874, 957, 769, 957), (573, 257, 823, 257, 823, 469, 573, 469), (479, 58, 624, 58, 624, 278, 479, 278)]"
"[(161, 192), (255, 190), (71, 225), (199, 239), (149, 52), (102, 53), (212, 243), (127, 62), (207, 187), (215, 142), (217, 283)]","[(787, 545, 948, 545, 948, 737, 787, 737), (297, 46, 552, 46, 552, 236, 297, 236), (385, 578, 456, 578, 456, 803, 385, 803), (85, 302, 284, 302, 284, 541, 85, 541), (438, 175, 587, 175, 587, 227, 438, 227), (398, 97, 500, 97, 500, 150, 398, 150), (361, 236, 573, 236, 573, 479, 361, 479), (111, 354, 238, 354, 238, 416, 111, 416), (697, 719, 904, 719, 904, 906, 697, 906), (281, 644, 496, 644, 496, 786, 281, 786), (401, 244, 618, 244, 618, 527, 401, 527)]"
"[(113, 179), (227, 205), (293, 227), (273, 64), (127, 205), (287, 230), (203, 164), (127, 174), (156, 117)]","[(388, 331, 501, 331, 501, 510, 388, 510), (700, 741, 927, 741, 927, 946, 700, 946), (652, 327, 945, 327, 945, 554, 652, 554), (151, 728, 424, 728, 424, 792, 151, 792), (286, 223, 413, 223, 413, 428, 286, 428), (454, 173, 741, 173, 741, 403, 454, 403), (758, 328, 961, 328, 961, 492, 758, 492), (169, 328, 296, 328, 296, 502, 169, 502), (679, 443, 835, 443, 835, 560, 679, 560)]"
"[(231, 171), (157, 97), (247, 172)]","[(477, 813, 708, 813, 708, 984, 477, 984), (542, 80, 699, 80, 699, 177, 542, 177), (133, 6, 380, 6, 380, 178, 133, 178)]"
"[(145, 230), (287, 209), (252, 134), (60, 259), (75, 201)]","[(98, 340, 243, 340, 243, 570, 98, 570), (529, 567, 816, 567, 816, 776, 529, 776), (71, 777, 323, 777, 323, 911, 71, 911), (913, 448, 973, 448, 973, 707, 913, 707), (198, 739, 273, 739, 273, 940, 198, 940)]"
"[(51, 107), (266, 185), (96, 183), (286, 272), (151, 163), (271, 223), (63, 111), (241, 226), (193, 178), (85, 150), (252, 211)]","[(252, 282, 303, 282, 303, 389, 252, 389), (600, 394, 866, 394, 866, 579, 600, 579), (543, 370, 639, 370, 639, 553, 543, 553), (35, 57, 321, 57, 321, 329, 35, 329), (698, 523, 849, 523, 849, 686, 698, 686), (296, 709, 567, 709, 567, 932, 296, 932), (395, 140, 458, 140, 458, 251, 395, 251), (574, 503, 815, 503, 815, 729, 574, 729), (160, 495, 353, 495, 353, 673, 160, 673), (749, 814, 834, 814, 834, 964, 749, 964), (602, 556, 854, 556, 854, 767, 602, 767)]"
"[(144, 76), (121, 281), (289, 266)]","[(311, 220, 455, 220, 455, 296, 311, 296), (157, 654, 278, 654, 278, 935, 157, 935), (67, 667, 356, 667, 356, 933, 67, 933)]"
"[(177, 156), (261, 293), (74, 129), (131, 297), (297, 90), (199, 99)]","[(307, 678, 484, 678, 484, 834, 307, 834), (301, 663, 562, 663, 562, 956, 301, 956), (303, 46, 377, 46, 377, 175, 303, 175), (702, 82, 833, 82, 833, 379, 702, 379), (588, 17, 885, 17, 885, 107, 588, 107), (7, 76, 206, 76, 206, 175, 7, 175)]"
"[(215, 176), (236, 149), (82, 212), (169, 92), (50, 288), (267, 96)]","[(673, 474, 888, 474, 888, 650, 673, 650), (33, 561, 269, 561, 269, 710, 33, 710), (574, 209, 656, 209, 656, 421, 574, 421), (147, 605, 316, 605, 316, 697, 147, 697), (392, 214, 442, 214, 442, 502, 392, 502), (655, 373, 922, 373, 922, 469, 655, 469)]"
"[(148, 130), (53, 109), (199, 71), (52, 183), (110, 144), (232, 155), (272, 205), (182, 93), (282, 116), (273, 220), (208, 229), (201, 127)]","[(552, 868, 700, 868, 700, 998, 552, 998), (491, 761, 544, 761, 544, 870, 491, 870), (379, 827, 578, 827, 578, 898, 379, 898), (653, 600, 705, 600, 705, 783, 653, 783), (330, 65, 440, 65, 440, 209, 330, 209), (121, 805, 353, 805, 353, 960, 121, 960), (561, 468, 833, 468, 833, 673, 561, 673), (208, 804, 390, 804, 390, 897, 208, 897), (92, 3, 374, 3, 374, 119, 92, 119), (8, 558, 281, 558, 281, 778, 8, 778), (341, 528, 549, 528, 549, 757, 341, 757), (263, 18, 464, 18, 464, 145, 263, 145)]"
"[(283, 157), (240, 256), (263, 248), (190, 195), (182, 185), (266, 51), (238, 195), (200, 294), (122, 254), (256, 89)]","[(707, 215, 990, 215, 990, 372, 707, 372), (603, 683, 843, 683, 843, 939, 603, 939), (305, 454, 568, 454, 568, 702, 305, 702), (405, 322, 595, 322, 595, 517, 405, 517), (392, 252, 574, 252, 574, 437, 392, 437), (630, 507, 896, 507, 896, 558, 630, 558), (748, 55, 986, 55, 986, 250, 748, 250), (663, 160, 863, 160, 863, 454, 663, 454), (178, 19, 300, 19, 300, 273, 178, 273), (721, 387, 977, 387, 977, 476, 721, 476)]"
"[(278, 58), (192, 58), (285, 255), (293, 193), (287, 250)]","[(400, 26, 678, 26, 678, 84, 400, 84), (46, 32, 238, 32, 238, 90, 46, 90), (525, 391, 810, 391, 810, 646, 525, 646), (373, 106, 666, 106, 666, 299, 373, 299), (577, 321, 864, 321, 864, 571, 577, 571)]"
"[(175, 257), (119, 296), (267, 98), (286, 278), (137, 219), (171, 93), (88, 140), (129, 261), (178, 78), (219, 105), (202, 183)]","[(667, 528, 842, 528, 842, 785, 667, 785), (875, 611, 994, 611, 994, 907, 875, 907), (287, 703, 554, 703, 554, 801, 287, 801), (352, 355, 638, 355, 638, 633, 352, 633), (776, 386, 913, 386, 913, 605, 776, 605), (446, 513, 617, 513, 617, 606, 446, 606), (72, 191, 160, 191, 160, 331, 72, 331), (43, 24, 172, 24, 172, 285, 43, 285), (40, 366, 218, 366, 218, 444, 40, 444), (600, 488, 819, 488, 819, 593, 600, 593), (275, 800, 477, 800, 477, 983, 275, 983)]"
"[(105, 138), (294, 153), (135, 256), (69, 98), (169, 51), (255, 199), (139, 270), (257, 206), (153, 288), (256, 250), (165, 221)]","[(776, 731, 881, 731, 881, 869, 776, 869), (295, 405, 589, 405, 589, 558, 295, 558), (180, 706, 315, 706, 315, 962, 180, 962), (753, 369, 822, 369, 822, 467, 753, 467), (479, 300, 648, 300, 648, 351, 479, 351), (239, 711, 494, 711, 494, 910, 239, 910), (547, 689, 686, 689, 686, 959, 547, 959), (582, 180, 839, 180, 839, 386, 582, 386), (521, 351, 674, 351, 674, 639, 521, 639), (262, 199, 518, 199, 518, 449, 262, 449), (282, 577, 447, 577, 447, 798, 282, 798)]"
